pub_number,cit_number
US-2017167039-A1,US-6977031-B1
US-2016001515-A1,US-6314621-B1
US-2016029778-A1,US-6192253-B1
US-2017151414-A1,US-6440102-B1
US-2017002768-A1,US-5884871-A
US-2017135601-A1,US-5782241-A
US-2017163128-A1,US-5486759-A
US-2016005202-A1,US-5703962-A
US-2017000375-A1,US-5305751-A
US-2017197859-A1,US-4900337-A
US-2017207671-A1,US-4833353-A
US-2017157664-A1,US-4667452-A
US-2016001515-A1,US-4735753-A
US-2017207671-A1,US-4585967-A
US-2015302395-A1,US-4344996-A
US-2017130876-A1,US-4627472-A
US-2018136464-A1,US-3802764-A
US-2017153384-A1,US-2018045881-A1
US-2017005112-A1,US-2016023324-A1
US-2017004585-A1,US-2016092994-A1
US-2017006245-A1,US-2015016223-A1
US-2016111889-A1,US-2014340031-A1
US-2016006696-A1,US-2015200872-A1
US-2016282631-A1,US-2015193102-A1
US-2016111889-A1,US-2015137742-A1
US-2017004180-A1,US-2014033063-A1
US-2016000201-A1,US-2014060569-A1
US-2017003329-A1,US-2014337112-A1
US-2017343982-A1,US-2015023437-A1
US-2016111889-A1,US-2015077296-A1
US-2017130417-A1,US-2013071188-A1
US-2017239165-A1,US-2013094298-A1
US-2018149125-A1,US-2014016595-A1
US-2017142560-A1,US-2012082037-A1
US-2018177833-A1,US-2014369965-A1
US-2016204346-A1,US-2012326133-A1
US-2016211313-A1,US-2011303921-A1
US-2017233575-A1,US-2013046057-A1
US-2015299405-A1,US-2011240353-A1
US-2015378357-A1,US-2013012425-A1
US-2015307183-A1,US-2012180509-A1
US-2018166544-A1,US-2011089416-A1
US-2016049123-A1,US-2011063338-A1
US-2016000201-A1,US-2010263994-A1
US-2016266557-A1,US-2010289643-A1
US-2018192325-A1,US-2011001491-A1
US-2015381794-A1,US-2010007935-A1
US-2018154647-A1,US-2010039460-A1
US-2015298418-A1,US-2010158418-A1
US-2018165358-A1,US-2010153395-A1
US-2017004244-A1,US-8219944-B2
US-2017131039-A1,US-2010282456-A1
US-2017274121-A1,US-2011091926-A1
US-2018024564-A1,US-2009088966-A1
US-2016148598-A1,US-2009003123-A1
US-2017004550-A1,US-2010017316-A1
US-2017004244-A1,US-7971168-B1
US-2016000201-A1,US-2009100698-A1
US-2018154654-A1,US-2008068639-A1
US-2016018002-A1,US-2008029264-A1
US-2018173856-A1,US-2009008354-A1
US-2017225664-A1,US-7533944-B2
US-2018193355-A1,US-2009253616-A1
US-2017000308-A1,US-2008028560-A1
US-2016226012-A1,US-2008028379-A1
US-2017002812-A1,US-2009041602-A1
US-2017130707-A1,US-2008190176-A1
US-2017152094-A1,US-8740052-B2
US-2017151368-A1,US-2006217488-A1
US-2017225664-A1,US-2006117199-A1
US-2018177833-A1,US-2008254058-A1
US-2016224897-A1,US-2005147421-A1
US-2017146134-A1,US-2005151107-A1
US-2015374344-A1,US-2005119570-A1
US-2017154003-A1,US-2006112197-A1
US-2015374937-A1,US-2005092323-A1
US-2018198551-A1,US-7084811-B1
US-2018144855-A1,US-2005093664-A1
US-2017136239-A1,US-2005075680-A1
US-2017001403-A1,US-2004227308-A1
US-2017119511-A1,US-2003000033-A1
US-2015300358-A1,US-6468042-B2
US-2016151400-A1,US-6858724-B2
US-2017224577-A1,US-6846295-B1
US-2016002878-A1,US-6371214-B1
US-2017003861-A1,US-7181693-B1
US-2015307183-A1,US-6189324-B1
US-2016002878-A1,US-6363632-B1
US-2016030022-A1,US-6564087-B1
US-2017205470-A1,US-5943635-A
US-2017227820-A1,US-6040890-A
US-2017242075-A1,US-5565753-A
US-2017002514-A1,US-5582644-A
US-2015306607-A1,US-5356044-A
US-2017000481-A1,US-5258010-A
US-2017145679-A1,US-5419089-A
US-2017152358-A1,US-5324813-A
US-2017209522-A1,US-4640943-A
US-2017281354-A1,US-3765033-A
US-2017101495-A1,US-2015014849-A1
US-2017154866-A1,US-2015018232-A1
US-2017101494-A1,US-9527940-B2
US-2017101494-A1,US-9527941-B2
US-2017112460-A1,US-2015228071-A1
US-2016359675-A1,US-2015008908-A1
US-2017211049-A1,US-2014057251-A1
US-2016232019-A1,US-8930690-B2
US-2018038869-A1,US-2014012055-A1
US-2019095074-A1,US-2012178496-A1
US-2016381533-A1,US-2013132589-A1
US-2017215928-A1,US-2013103094-A1
US-2016375482-A1,US-2012080116-A1
US-2018038869-A1,US-2012032859-A1
US-2017140361-A1,US-2011243446-A1
US-2015316634-A1,US-2012235678-A1
US-2016038934-A1,US-2011194977-A1
US-2017151159-A1,US-2011126809-A1
US-2017248110-A1,US-2011097228-A1
US-2016381808-A1,US-8258012-B2
US-2015375232-A1,US-9050602-B2
US-2017166431-A1,US-8356461-B2
US-2017101493-A1,US-2010003606-A1
US-2016381832-A1,US-2009095461-A1
US-2018143139-A1,US-2009147254-A1
US-2016375275-A1,US-2011011405-A1
US-2016379117-A1,US-2008248815-A1
US-2016380869-A1,US-2009122805-A1
US-2015374376-A1,US-2009001122-A1
US-2015297354-A1,US-2007173945-A1
US-2018153583-A1,US-2007233086-A1
US-2017197881-A1,US-2007003260-A1
US-2017226398-A1,US-2009029187-A1
US-2017101494-A1,US-7060848-B2
US-2017211421-A1,US-2006078429-A1
US-2018193111-A1,US-2006046224-A1
US-2015325791-A1,US-2003030090-A1
US-2017226398-A1,US-2003017629-A1
US-2015374053-A1,US-6526591-B2
US-2017138822-A1,US-2003004983-A1
US-2017211421-A1,US-6296443-B1
US-2017169917-A1,US-6506976-B1
US-2015297885-A1,US-6360130-B1
US-2015374053-A1,US-5749098-A
US-2017152155-A1,US-5632210-A
US-2017210905-A1,US-5607504-A
US-2017147785-A1,US-5014875-A
US-2015296912-A1,US-2007006890-A1
US-2016380584-A1,US-2015214889-A1
US-2015380342-A1,US-2011017765-A1
US-2016380595-A1,US-2008061872-A1
US-2016380927-A1,US-2008276315-A1
US-2017140729-A1,US-2016300623-A1
US-2018246259-A1,US-2016124252-A1
US-2018204797-A1,US-2016240428-A1
US-2017231431-A1,US-2015201808-A1
US-2018180706-A1,US-2015035497-A1
US-2017155912-A1,US-2015023716-A1
US-2018007212-A1,US-2015133081-A1
US-2018233518-A1,US-9581850-B2
US-2018137383-A1,US-2015016993-A1
US-2017167682-A1,US-2014031376-A1
US-2017221453-A1,US-2016112667-A1
US-2018182416-A1,US-2015006649-A1
US-2017223967-A1,US-2015002023-A1
US-2016379241-A1,US-2013311286-A1
US-2017131451-A1,US-2014378020-A1
US-2017226332-A1,US-2014024230-A1
US-2018175184-A1,US-2013030295-A1
US-2018158841-A1,US-8969974-B2
US-2017195822-A1,US-2012164954-A1
US-2016374670-A1,US-2012065665-A1
US-2016380425-A1,US-2012275196-A1
US-2016022990-A1,US-8340759-B2
US-2018151541-A1,US-2011165707-A1
US-2018175585-A1,US-2012106583-A1
US-2015374100-A1,US-2011226276-A1
US-2016381610-A1,US-2012202482-A1
US-2017140729-A1,US-8477094-B2
US-2015292271-A1,US-8500833-B2
US-2016026295-A1,US-2012021797-A1
US-2017142233-A1,US-2012000724-A1
US-2015374012-A1,US-2010297295-A1
US-2016374672-A1,US-2010096431-A1
US-2017149295-A1,US-2012056503-A1
US-2017136039-A1,US-2009022152-A1
US-2017067409-A1,US-8511284-B2
US-2018212921-A1,US-2009030917-A1
US-2018341153-A1,US-7969558-B2
US-2017132457-A1,US-2008101705-A1
US-2017137481-A1,US-2009305968-A1
US-2017226603-A1,US-2008196800-A1
US-2018151578-A1,US-2007072369-A1
US-2017129226-A1,US-2006286321-A1
US-2015293789-A1,US-8151103-B2
US-2017154035-A1,US-2005016581-A1
US-2016378846-A1,US-2006004793-A1
US-2015375886-A1,US-2004173565-A1
US-2017132457-A1,US-7471833-B2
US-2017095944-A1,US-2004005802-A1
US-2015374100-A1,US-2004001034-A1
US-2015377318-A1,US-6702221-B2
US-2017136921-A1,US-2003008060-A1
US-2017129226-A1,US-2003190441-A1
US-2017158861-A1,US-6433065-B1
US-2015374115-A1,US-6269514-B1
US-2018175585-A1,US-5838870-A
US-2017128441-A1,US-5922352-A
US-2016022990-A1,US-5810887-A
US-2017183475-A1,US-5648415-A
US-2017138258-A1,US-5251432-A
US-2015290896-A1,US-5131213-A
US-2017095606-A1,US-5009636-A
US-2017129225-A1,US-4904532-A
US-2017120096-A1,US-4768779-A
US-2017197296-A1,US-3819163-A
US-2017134542-A1,US-2017055046-A1
US-2017134542-A1,US-2017034588-A1
US-2017152893-A1,US-2016254066-A1
US-2017198119-A1,US-2016200884-A1
US-2017196478-A1,US-2015335290-A1
US-2017242580-A1,US-2013311921-A1
US-2018130851-A1,US-2015026136-A1
US-2016169409-A1,US-2015023439-A1
US-2018167884-A1,US-2014126443-A1
US-2017136222-A1,US-2015088098-A1
US-2017201757-A1,US-2014168421-A1
US-2017204203-A1,US-9175423-B2
US-2017129782-A1,US-2013021781-A1
US-2017131426-A1,US-2013182167-A1
US-2017196478-A1,US-2012271200-A1
US-2017207637-A1,US-2012212183-A1
US-2018119585-A1,US-2012227697-A1
US-2017209184-A1,US-2012003102-A1
US-2017246634-A1,US-2013213488-A1
US-2018044211-A1,US-2012015283-A1
US-2015377416-A1,US-2013037165-A1
US-2017153350-A1,US-2011243476-A1
US-2015294754-A1,US-2011240353-A1
US-2018140627-A1,US-2011250261-A1
US-2017155893-A1,US-2011164034-A1
US-2016377356-A1,US-2012152500-A1
US-2016169409-A1,US-2011025156-A1
US-2017127967-A1,US-2011001872-A1
US-2017224526-A1,US-2012065713-A1
US-2017156684-A1,US-2012106701-A1
US-2017198209-A1,US-2012011857-A1
US-2016378600-A1,US-8443153-B1
US-2017136826-A1,US-2010200134-A1
US-2016381552-A1,US-2010021642-A1
US-2016196257-A1,US-2009271189-A1
US-2017211567-A1,US-2009214365-A1
US-2017214061-A1,US-2010062312-A1
US-2018044211-A1,US-2008031482-A1
US-2017136826-A1,US-2009114324-A1
US-2017196478-A1,US-2008004689-A1
US-2017157757-A1,US-7441481-B2
US-2017219206-A1,US-2008213714-A1
US-2017196509-A1,US-2008051838-A1
US-2018145083-A1,US-2007017300-A1
US-2016375567-A1,US-7183489-B2
US-2018044211-A1,US-2006003789-A1
US-2017156885-A1,US-2006235423-A1
US-2015294754-A1,US-2005136233-A1
US-2017153748-A1,US-2005206565-A1
US-2017241040-A1,US-2005082163-A1
US-2017107246-A1,US-7951787-B2
US-2015295428-A1,US-2004217735-A1
US-2016379747-A1,US-2005122198-A1
US-2017230420-A1,US-2004143428-A1
US-2017128446-A1,US-6686361-B2
US-2017206742-A1,US-2004059655-A1
US-2016377293-A1,US-6755024-B1
US-2017136826-A1,US-6823911-B1
US-2017198109-A1,US-7000000-B1
US-2017120002-A1,US-6726675-B1
US-2017255047-A1,US-6195149-B1
US-2015374070-A1,US-5785909-A
US-2017198119-A1,US-5672704-A
US-2016029005-A1,US-5886816-A
US-2017226277-A1,US-5489630-A
US-2017144948-A1,US-5401386-A
US-2017198119-A1,US-5198498-A
US-2017136826-A1,US-4878526-A
US-2017042715-A1,US-4483332-A
US-2017128446-A1,US-4438119-A
US-2017321624-A1,US-4083292-A
US-2016313480-A1,US-2017129197-A1
US-2017210335-A1,US-2015037571-A1
US-2017197832-A1,US-2015012537-A1
US-2017197832-A1,US-2017253485-A2
US-2017126141-A1,US-2016072388-A1
US-2016019659-A1,US-2015220615-A1
US-2015376400-A1,US-2014167088-A1
US-2016379238-A1,US-2014035103-A1
US-2016379276-A1,US-2014027905-A1
US-2018151677-A1,US-2014374838-A1
US-2017247274-A1,US-2015210574-A1
US-2016378477-A1,US-2014189293-A1
US-2016375935-A1,US-2013030013-A1
US-2017198349-A1,US-2014016293-A1
US-2017131093-A1,US-2013009078-A1
US-2017189669-A1,US-2013110212-A1
US-2015370935-A1,US-2013018510-A1
US-2018019944-A1,US-2014016937-A1
US-2017105694-A1,US-2012053918-A1
US-2018176908-A1,US-2013007062-A1
US-2017149287-A1,US-2013099592-A1
US-2017120343-A1,US-8776649-B2
US-2017198232-A1,US-2012260876-A1
US-2017137188-A1,US-2010065528-A1
US-2017311217-A1,US-2010048217-A1
US-2016350647-A1,US-2010029929-A1
US-2017086106-A1,US-2011310852-A1
US-2017257579-A1,US-8538175-B1
US-2018172406-A1,US-2012174756-A1
US-2017000602-A1,US-2011007162-A1
US-2017258312-A1,US-2010198012-A1
US-2017164993-A1,US-2009182324-A1
US-2017241002-A1,US-2008231504-A1
US-2018149312-A1,US-2009026282-A1
US-2015376400-A1,US-2007213458-A1
US-2017095358-A1,US-2007028111-A1
US-2017219899-A1,US-2007013957-A1
US-2017200601-A1,US-2006154839-A1
US-2016001608-A1,US-2007013133-A1
US-2016130075-A1,US-7290663-B2
US-2018183028-A1,US-2007054183-A1
US-2017130847-A1,US-2005205826-A1
US-2016003246-A1,US-2006018769-A1
US-2016381022-A1,US-2004210776-A1
US-2017196702-A1,US-2004024361-A1
US-2015374475-A1,US-2002169473-A1
US-2017160192-A1,US-6743337-B1
US-2017189948-A1,US-6386796-B1
US-2017164993-A1,US-6283988-B1
US-2017159628-A1,US-6347574-B1
US-2017157603-A1,US-6294498-B1
US-2017144319-A1,US-5893211-A
US-2016381341-A1,US-5850352-A
US-2016151566-A1,US-5554013-A
US-2017204593-A1,US-5458769-A
US-2017101819-A1,US-5296952-A
US-2018023982-A1,US-5233871-A
US-2016021875-A1,US-5364385-A
US-2017158402-A1,US-4875586-A
US-2018149312-A1,US-4977004-A
US-2016374269-A1,US-4815266-A
US-2017100900-A1,US-4680213-A
US-2016374424-A1,US-3789467-A
US-2016272114-A1,US-2016071388-A1
US-2017158826-A1,US-2015367018-A1
US-2017172813-A1,US-2014340230-A1
US-2018159441-A1,US-2016159228-A1
US-2017146620-A1,US-2015268321-A1
US-2015380663-A1,US-2014037471-A1
US-2015366565-A1,US-2014066786-A1
US-2015379748-A1,US-2013222696-A1
US-2015380663-A1,US-2015034140-A1
US-2016263395-A1,US-2014155962-A1
US-2017220478-A1,US-2013009133-A1
US-2017135654-A1,US-2012281812-A1
US-2018177667-A1,US-2013150980-A1
US-2016381171-A1,US-9342186-B2
US-2017213604-A1,US-2013030178-A1
US-2015291388-A1,US-8573366-B2
US-2016377083-A1,US-2013107905-A1
US-2017215850-A1,US-2013043109-A1
US-2016118934-A1,US-2013020071-A1
US-2015375722-A1,US-2013240773-A1
US-2015379457-A1,US-8924152-B2
US-2016294980-A1,US-2012019827-A1
US-2017195880-A1,US-2013017690-A1
US-2016272082-A1,US-8564246-B2
US-2017160385-A1,US-2011291874-A1
US-2017164250-A1,US-2010222060-A1
US-2017138467-A1,US-2010026841-A1
US-2015282875-A1,US-2009138006-A1
US-2017137306-A1,US-2011019277-A1
US-2017193124-A1,US-2009108057-A1
US-2016118934-A1,US-2009012154-A1
US-2016284156-A1,US-2008227539-A1
US-2017114682-A1,US-7819093-B2
US-2017130079-A1,US-2007018522-A1
US-2016016806-A1,US-2007013844-A1
US-2015378340-A1,US-2007016806-A1
US-2017148315-A1,US-2005008194-A1
US-2016045759-A1,US-2005007097-A1
US-2018118562-A1,US-2005048738-A1
US-2015366565-A1,US-2005007559-A1
US-2015370938-A1,US-2003229873-A1
US-2017261245-A1,US-2004005532-A1
US-2017158814-A1,US-2004001912-A1
US-2017185478-A1,US-7117421-B1
US-2016153508-A1,US-2001052893-A1
US-2015375151-A1,US-6547255-B1
US-2016076504-A1,US-6209523-B1
US-2017198727-A1,US-5682744-A
US-2015375151-A1,US-5545242-A
US-2015312971-A1,US-5616268-A
US-2017139158-A1,US-5142598-A
US-2016374310-A1,US-4947298-A
US-2017122430-A1,US-4854194-A
US-2016276903-A1,US-4079275-A
US-2016276903-A1,US-3770074-A
US-2017142780-A1,US-3622754-A
US-2017118503-A1,US-2016269792-A1
US-2017257880-A1,US-2015327275-A1
US-2017207431-A1,US-2014106200-A1
US-2017330576-A1,US-2015127775-A1
US-2017210308-A1,US-2014032673-A1
US-2017274761-A1,US-2014018319-A1
US-2016056440-A1,US-2014014774-A1
US-2017249326-A1,US-10108697-B1
US-2017320394-A1,US-2015123486-A1
US-2016370450-A1,US-2016033616-A1
US-2017151571-A1,US-2013288916-A1
US-2017199770-A1,US-2014007097-A1
US-2017205803-A1,US-2014003313-A1
US-2016187104-A1,US-2014123360-A1
US-2016331295-A1,US-2014121559-A1
US-2017282650-A1,US-2012298279-A1
US-2015286380-A1,US-2012159386-A1
US-2017203298-A1,US-2011303586-A1
US-2017210308-A1,US-2014009694-A1
US-2017189960-A1,US-2012237745-A1
US-2017274761-A1,US-2012002442-A1
US-2016368625-A1,US-2010061078-A1
US-2015366244-A1,US-2010030395-A1
US-2016371697-A1,US-2010023455-A1
US-2018155102-A1,US-8389092-B2
US-2017143671-A1,US-2008234359-A1
US-2017127875-A1,US-2008203591-A1
US-2017152210-A1,US-2008262112-A1
US-2016023747-A1,US-7261255-B2
US-2015287909-A1,US-2006021425-A1
US-2015287664-A1,US-7193308-B2
US-2015367227-A1,US-2005101397-A1
US-2016348792-A1,US-2004179935-A1
US-2015286942-A1,US-2005008647-A1
US-2016368656-A1,US-2002108951-A1
US-2016368656-A1,US-5671858-A
US-2016366828-A1,US-4611606-A
US-2017198117-A1,US-4107136-A
US-2017324981-A1,US-2015264404-A1
US-2016371616-A1,US-2015184549-A1
US-2018192088-A1,US-2015101003-A1
US-2017158516-A1,US-9212421-B2
US-2016074515-A1,US-2015007187-A1
US-2015286263-A1,US-2014002597-A1
US-2016292582-A1,US-2013015898-A1
US-2017213938-A1,US-2014070372-A1
US-2018061498-A1,US-2012268994-A1
US-2017120766-A1,US-2012176096-A1
US-2018083451-A1,US-2013002032-A1
US-2015284495-A1,US-2012202941-A1
US-2015368772-A1,US-2013284322-A1
US-2017150573-A1,US-2013320322-A1
US-2016373884-A1,US-2012115464-A1
US-2015375752-A1,US-2012021537-A1
US-2015375752-A1,US-2013017902-A1
US-2016106889-A1,US-9581942-B1
US-2017194632-A1,US-2013078508-A1
US-2017130198-A1,US-2011301180-A1
US-2017129293-A1,US-2014002801-A1
US-2018151732-A1,US-2012153387-A1
US-2015375752-A1,US-2012031407-A1
US-2015286263-A1,US-2011010595-A1
US-2016019357-A1,US-2011166883-A1
US-2017258844-A1,US-2011070647-A1
US-2017123379-A1,US-2012014771-A1
US-2016366950-A1,US-2010331749-A1
US-2017196507-A1,US-2011319755-A1
US-2017159373-A1,US-8939214-B2
US-2016369865-A1,US-2011009556-A1
US-2016371342-A1,US-2010114933-A1
US-2017246507-A1,US-2008287267-A1
US-2015368772-A1,US-2008014526-A1
US-2015361701-A1,US-2008178425-A1
US-2015283562-A1,US-2007002935-A1
US-2015284162-A1,US-2007160789-A1
US-2016367790-A1,US-2009306633-A1
US-2015283373-A1,US-7887519-B2
US-2017196507-A1,US-2007089518-A1
US-2018114985-A1,US-2006093920-A1
US-2017207450-A1,US-2006006828-A1
US-2017152263-A1,US-2006014747-A1
US-2016371716-A1,US-2007019217-A1
US-2017136627-A1,US-2006008774-A1
US-2017136486-A1,US-7370935-B2
US-2017136486-A1,US-2006015848-A1
US-2017152263-A1,US-2005192293-A1
US-2016369653-A1,US-7073410-B2
US-2016371581-A1,US-2004044516-A1
US-2015375752-A1,US-6718259-B1
US-2015284034-A1,US-2003201572-A1
US-2018276741-A1,US-2003125961-A1
US-2016369865-A1,US-6120091-A
US-2015370060-A1,US-6052224-A
US-2017152907-A1,US-3901494-A
US-2015373376-A1,US-2016227227-A1
US-2016211516-A1,US-2016021836-A1
US-2017155284-A1,US-2014197785-A1
US-2016049637-A1,US-2014023924-A1
US-2017239631-A1,US-2014021076-A1
US-2017129677-A1,US-2015049965-A1
US-2017179873-A1,US-8771432-B2
US-2016259454-A1,US-2014327838-A1
US-2017128615-A1,US-2015008776-A1
US-2017141604-A1,US-2015380978-A1
US-2017190032-A1,US-2013133911-A1
US-2016370341-A1,US-2014121994-A1
US-2017118088-A1,US-2013346247-A1
US-2016010862-A1,US-2013327057-A1
US-2015369465-A1,US-2013322062-A1
US-2018120635-A1,US-2013050612-A1
US-2018222933-A1,US-2013273250-A1
US-2015370398-A1,US-2012086659-A1
US-2018178223-A1,US-2013153471-A1
US-2016367245-A1,US-2011230875-A1
US-2017239631-A1,US-2012172830-A1
US-2017304710-A1,US-8499474-B2
US-2015370398-A1,US-2011273396-A1
US-2017168198-A1,US-2012132897-A1
US-2017130159-A1,US-2011016050-A1
US-2018190859-A1,US-9279182-B2
US-2017141653-A1,US-2010200469-A1
US-2015373482-A1,US-2011224899-A1
US-2017135366-A1,US-2010000338-A1
US-2017216859-A1,US-8037844-B2
US-2016367245-A1,US-2009084826-A1
US-2017351404-A1,US-2009058821-A1
US-2017029346-A1,US-2008020785-A1
US-2017254233-A1,US-2008236529-A1
US-2017254427-A1,US-7568499-B2
US-2017240156-A1,US-2008005376-A1
US-2017179873-A1,US-2008190461-A1
US-2017153022-A1,US-7742689-B2
US-2015366704-A1,US-7806929-B2
US-2018130707-A1,US-2005009333-A1
US-2015282946-A1,US-7208222-B2
US-2015315288-A1,US-7456264-B2
US-2017311009-A1,US-2004158858-A1
US-2015367618-A1,US-2003010287-A1
US-2016373209-A1,US-2003225905-A1
US-2018109027-A1,US-2002112870-A1
US-2015287330-A1,US-2004021015-A1
US-2018178223-A1,US-6605029-B1
US-2015283242-A1,US-6294192-B1
US-2015371577-A1,US-6243055-B1
US-2016367246-A1,US-5704534-A
US-2017361403-A1,US-5643472-A
US-2017304710-A1,US-5282327-A
US-2017179873-A1,US-5323508-A
US-2017072499-A1,US-4628181-A
US-2017153022-A1,US-4036716-A
US-2017248310-A1,US-3836857-A
US-2017111636-A1,US-2017345212-A1
US-2016171769-A1,US-2016274365-A1
US-2017153644-A1,US-9669842-B2
US-2015283388-A1,US-2015306410-A1
US-2018191482-A1,US-2015326378-A1
US-2018143661-A1,US-9055156-B1
US-2016062344-A1,US-2015106260-A1
US-2017131370-A1,US-2014266204-A1
US-2018204932-A1,US-9048303-B1
US-2018173964-A1,US-2013215266-A1
US-2017216577-A1,US-2014051961-A1
US-2018139644-A1,US-2013272181-A1
US-2017100790-A1,US-2015000143-A1
US-2017123175-A1,US-8929708-B2
US-2016260970-A1,US-2012115031-A1
US-2017151262-A1,US-2013102577-A1
US-2015366555-A1,US-2011130773-A1
US-2018363630-A1,US-2013015659-A1
US-2017289631-A1,US-2013139199-A1
US-2017145875-A1,US-2010104466-A1
US-2017200211-A1,US-2011014373-A1
US-2018042710-A1,US-2010008689-A1
US-2017198069-A1,US-2010030405-A1
US-2016126421-A1,US-2010020636-A1
US-2018138054-A1,US-2009042384-A1
US-2017184449-A1,US-2008309706-A1
US-2017130848-A1,US-2008290312-A1
US-2016372360-A1,US-2008057671-A1
US-2015282968-A1,US-2008015681-A1
US-2015282968-A1,US-2009012601-A1
US-2017128890-A1,US-2010009955-A1
US-2018154780-A1,US-2008143182-A1
US-2017081554-A1,US-2009004778-A1
US-2017137328-A1,US-2009166667-A1
US-2017149808-A1,US-2007204060-A1
US-2017132999-A1,US-7743880-B2
US-2016367276-A1,US-2006229664-A1
US-2018204932-A1,US-7368788-B2
US-2015360008-A1,US-2006182873-A1
US-2015360007-A1,US-2004225318-A1
US-2017130698-A1,US-6923622-B1
US-2018181606-A1,US-2004122844-A1
US-2015366555-A1,US-2003023310-A1
US-2017184449-A1,US-2003001690-A1
US-2017115285-A1,US-2003027354-A1
US-2017130698-A1,US-2003230898-A1
US-2017139133-A1,US-6549713-B1
US-2018180819-A1,US-2001048790-A1
US-2017049527-A1,US-6430830-B1
US-2017146401-A1,US-6504616-B1
US-2018162476-A1,US-2001001745-A1
US-2015360007-A1,US-6013055-A
US-2017145218-A1,US-5770310-A
US-2017113769-A1,US-5603276-A
US-2017130710-A1,US-5466133-A
US-2017049527-A1,US-5176516-A
US-2015366555-A1,US-5190560-A
US-2017122142-A1,US-5090366-A
US-2017130848-A1,US-4867201-A
US-2016367982-A1,US-4057050-A
US-2017315284-A1,US-2016124134-A1
US-2015359952-A1,US-2015112120-A1
US-2018198706-A1,US-9450864-B2
US-2015372537-A1,US-2014368043-A1
US-2016156896-A1,US-2014274391-A1
US-2015279425-A1,US-2016013975-A1
US-2017145800-A1,US-2016177686-A1
US-2017127073-A1,US-2014086333-A1
US-2017130886-A1,US-2014029927-A1
US-2015378590-A1,US-2014015776-A1
US-2016001092-A1,US-2014058189-A1
US-2016216826-A1,US-2013181943-A1
US-2017256283-A1,US-2014324838-A1
US-2017104903-A1,US-2014043496-A1
US-2015380630-A1,US-2013312802-A1
US-2017224415-A1,US-2012101413-A1
US-2017184923-A1,US-2012249940-A1
US-2017074706-A1,US-2013075314-A1
US-2015363499-A1,US-8489586-B2
US-2017138252-A1,US-8230675-B2
US-2015279425-A1,US-2011020882-A1
US-2017315284-A1,US-2009322988-A1
US-2018135879-A1,US-8229599-B2
US-2017284706-A1,US-8109116-B2
US-2017123593-A1,US-2005122308-A1
US-2017159380-A1,US-2005017315-A1
US-2017129289-A1,US-2004256039-A1
US-2016370357-A1,US-2001000822-A1
US-2017129289-A1,US-6571844-B1
US-2018014212-A1,US-6741606-B1
US-2017174912-A1,US-5773395-A
US-2018014922-A1,US-5974615-A
US-2018190447-A1,US-5278374-A
US-2017152720-A1,US-5307886-A
US-2017119226-A1,US-4741941-A
US-2017191597-A1,US-4473369-A
US-2017101830-A1,US-4009893-A
US-2018184311-A1,US-2016366607-A1
US-2016366775-A1,US-9462361-B2
US-2016157825-A1,US-2015297179-A1
US-2017248111-A1,US-2014312147-A1
US-2018053754-A1,US-2016035949-A1
US-2017258188-A1,US-2015034661-A1
US-2017107366-A1,US-9499688-B2
US-2017114590-A1,US-2014133030-A1
US-2017137579-A1,US-2014312270-A1
US-2015317228-A1,US-2013005503-A1
US-2016363630-A1,US-2013317771-A1
US-2017135751-A1,US-2012100017-A1
US-2017117540-A1,US-2012014890-A1
US-2015359542-A1,US-8652164-B1
US-2017114698-A1,US-2012311984-A1
US-2017127959-A1,US-2013013151-A1
US-2018219937-A1,US-8805318-B2
US-2017145849-A1,US-2011241295-A1
US-2018117685-A1,US-2011311327-A1
US-2017134744-A1,US-2010079605-A1
US-2016364718-A1,US-2010008812-A1
US-2017189882-A1,US-2010236341-A1
US-2017141589-A1,US-2010318252-A1
US-2017145980-A1,US-8182936-B2
US-2017276389-A1,US-2008010829-A1
US-2015283347-A1,US-2008019043-A1
US-2017215905-A1,US-2007198038-A1
US-2017285694-A1,US-2007024610-A1
US-2015272450-A1,US-2006122540-A1
US-2017158252-A1,US-2008004846-A1
US-2017204551-A1,US-2007152521-A1
US-2015366402-A1,US-2005247210-A1
US-2017117551-A1,US-2005196677-A1
US-2017189882-A1,US-7273517-B1
US-2015272450-A1,US-2005113703-A1
US-2018253959-A1,US-7218211-B2
US-2017071392-A1,US-2004040954-A1
US-2017071392-A1,US-6825452-B2
US-2017117678-A1,US-6999835-B2
US-2017133809-A1,US-2002073536-A1
US-2017205321-A1,US-2004181050-A1
US-2017119962-A1,US-2002128606-A1
US-2018212782-A1,US-6553494-B1
US-2015360188-A1,US-2002000125-A1
US-2015367001-A1,US-6107102-A
US-2016100913-A1,US-5787540-A
US-2017120976-A1,US-6183043-B1
US-2017158252-A1,US-5804511-A
US-2016361808-A1,US-5639078-A
US-2017137344-A1,US-5502245-A
US-2018121697-A1,US-5481103-A
US-2015360188-A1,US-5203628-A
US-2017120230-A1,US-4977117-A
US-2015374572-A1,US-4848326-A
US-2017120976-A1,US-4387925-A
US-2015272450-A1,US-3914999-A
US-2017217681-A1,US-3776399-A
US-2017128654-A1,US-2009318844-A1
US-2015362578-A1,US-2013249553-A1
US-2017265145-A1,US-2018014638-A1
US-2015365280-A1,US-2017026110-A1
US-2016365551-A1,US-2016036018-A1
US-2015276910-A1,US-9910112-B2
